"transcript_id" "gene_id" "gene_name"
"21791" "ENSDART00000126609.3" "ENSDARG00000061509" "unknown.8131"
"21792" "ENSDART00000126661.3" "ENSDARG00000079468" "RHOBTB1_t2"
"21793" "ENSDART00000126672.3" "ENSDARG00000006527" "brd3a_t1"
"21794" "ENSDART00000126761.3" "ENSDARG00000091637" "PIP4K2C"
"21795" "ENSDART00000126777.3" "ENSDARG00000067507" "kctd8_t2"
"21796" "ENSDART00000126779.3" "ENSDARG00000002240" "psmb6_t1"
"21797" "ENSDART00000126807.3" "ENSDARG00000116815" "znf1024"
"21798" "ENSDART00000126824.3" "ENSDARG00000089833" "ASB13"
"21799" "ENSDART00000126897.3" "ENSDARG00000090194" "lamtor5_g1t1"
"21800" "ENSDART00000126904.2" "ENSDARG00000015076" "gja8b"
"21801" "ENSDART00000126919.4" "ENSDARG00000008829" "chga_t1"
"21802" "ENSDART00000126950.4" "ENSDARG00000088202" "sh3d19_g1t3"
"21803" "ENSDART00000127006.3" "ENSDARG00000060169" "mns1_g2t1"
"21804" "ENSDART00000127015.3" "ENSDARG00000086327" "unknown.8132"
"21805" "ENSDART00000127062.3" "ENSDARG00000089156" "egr3"
"21806" "ENSDART00000127073.3" "ENSDARG00000091128" "lrrc75bb"
"21807" "ENSDART00000127124.2" "ENSDARG00000089428" "rab12"
"21808" "ENSDART00000127138.4" "ENSDARG00000005115" "calub_t2"
"21809" "ENSDART00000127209.3" "ENSDARG00000090156" "pttg1ipa"
"21810" "ENSDART00000127225.3" "ENSDARG00000087625" "unknown.8133"
"21811" "ENSDART00000127254.3" "ENSDARG00000070954" "hmx2"
"21812" "ENSDART00000127303.4" "ENSDARG00000060771" "unknown.8134"
"21813" "ENSDART00000127331.3" "ENSDARG00000044265" "cdc37l1"
"21814" "ENSDART00000127343.3" "ENSDARG00000088877" "SMARCD2_t2"
"21815" "ENSDART00000127355.3" "ENSDARG00000086881" "ier2b"
"21816" "ENSDART00000127428.4" "ENSDARG00000087452" "PELI3"
"21817" "ENSDART00000127444.4" "ENSDARG00000052471" "taf1a"
"21818" "ENSDART00000127479.3" "ENSDARG00000019236" "gsr_g1t2"
"21819" "ENSDART00000127508.3" "ENSDARG00000032584" "thnsl2"
"21820" "ENSDART00000127568.3" "ENSDARG00000071724" "ankha_t3"
"21821" "ENSDART00000127571.4" "ENSDARG00000087793" "unknown.8135"
"21822" "ENSDART00000127610.3" "ENSDARG00000086691" "dnajc12"
"21823" "ENSDART00000127640.3" "ENSDARG00000078935" "unknown.8136"
"21824" "ENSDART00000127662.3" "ENSDARG00000087804" "unknown.8137"
"21825" "ENSDART00000127664.4" "ENSDARG00000007277" "myf5"
"21826" "ENSDART00000127681.2" "ENSDARG00000089889" "rpz6"
"21827" "ENSDART00000127709.3" "ENSDARG00000036999" "DISP3_t2"
"21828" "ENSDART00000127719.3" "ENSDARG00000088087" "KDM6B_t1"
"21829" "ENSDART00000127729.3" "ENSDARG00000086906" "stambpb_t3"
"21830" "ENSDART00000127740.4" "ENSDARG00000090617" "CTIF"
"21831" "ENSDART00000127753.4" "ENSDARG00000089213" "ADAM15_t2"
"21832" "ENSDART00000127773.4" "ENSDARG00000020465" "ewsr1b_t1"
"21833" "ENSDART00000127819.4" "ENSDARG00000069375" "zgc:162608_t1"
"21834" "ENSDART00000127832.4" "ENSDARG00000052617" "raver1_t2"
"21835" "ENSDART00000127958.4" "ENSDARG00000023394" "slc37a2_t1"
"21836" "ENSDART00000127974.4" "ENSDARG00000007398" "LRRK1_t3"
"21837" "ENSDART00000127985.3" "ENSDARG00000086107" "unknown.8138"
"21838" "ENSDART00000128073.3" "ENSDARG00000071005" "ppp1r3ca"
"21839" "ENSDART00000128215.2" "ENSDARG00000086969" "unknown.8139"
"21840" "ENSDART00000128223.4" "ENSDARG00000091754" "unknown.8140"
"21841" "ENSDART00000128242.3" "ENSDARG00000006408" "hmgb3b_t1"
"21842" "ENSDART00000128352.4" "ENSDARG00000044766" "mitd1"
"21843" "ENSDART00000128457.4" "ENSDARG00000076757" "EPHB1"
"21844" "ENSDART00000128468.4" "ENSDARG00000056541" "nr0b1"
"21845" "ENSDART00000128504.4" "ENSDARG00000088036" "unknown.8141"
"21846" "ENSDART00000128533.4" "ENSDARG00000070339" "hoxc3a_t2"
"21847" "ENSDART00000128671.4" "ENSDARG00000069989" "bnc2_t5"
"21848" "ENSDART00000128687.4" "ENSDARG00000058318" "c1qtnf9"
"21849" "ENSDART00000128718.3" "ENSDARG00000025766" "dtx3_g1t4"
"21850" "ENSDART00000128732.3" "ENSDARG00000104064" "unknown.8142"
"21851" "ENSDART00000128748.3" "ENSDARG00000062532" "unknown.8143"
"21852" "ENSDART00000128759.3" "ENSDARG00000089004" "unknown.8144"
"21853" "ENSDART00000128773.3" "ENSDARG00000088293" "DOC2B_t1"
"21854" "ENSDART00000128815.4" "ENSDARG00000089291" "cenpx_t2"
"21855" "ENSDART00000128875.4" "ENSDARG00000043406" "slc8a1b_g2t1"
"21856" "ENSDART00000128888.3" "ENSDARG00000019228" "mogat2_t3"
"21857" "ENSDART00000128902.3" "ENSDARG00000086302" "unknown.8145"
"21858" "ENSDART00000128918.3" "ENSDARG00000091660" "unknown.8146"
"21859" "ENSDART00000128960.3" "ENSDARG00000090740" "unknown.8147"
"21860" "ENSDART00000129029.3" "ENSDARG00000088799" "XXYLT1"
"21861" "ENSDART00000129045.3" "ENSDARG00000069733" "mavs_t2"
"21862" "ENSDART00000129065.2" "ENSDARG00000054835" "ugt5f1"
"21863" "ENSDART00000129091.4" "ENSDARG00000042508" "ubr3_t2"
"21864" "ENSDART00000129154.4" "ENSDARG00000042727" "exo5_t2"
"21865" "ENSDART00000129211.4" "ENSDARG00000044874" "arhgap46a_t1"
"21866" "ENSDART00000129240.3" "ENSDARG00000079762" "unknown.8148"
"21867" "ENSDART00000129251.4" "ENSDARG00000090447" "MTBP_t3"
"21868" "ENSDART00000129273.4" "ENSDARG00000033437" "rps6ka1_t5"
"21869" "ENSDART00000129313.4" "ENSDARG00000020235" "septin9a_t2"
"21870" "ENSDART00000129369.3" "ENSDARG00000056427" "AUTS2_g1t4"
"21871" "ENSDART00000129372.3" "ENSDARG00000088807" "KLHL22"
"21872" "ENSDART00000129395.3" "ENSDARG00000023815" "uvrag_t2"
"21873" "ENSDART00000129427.3" "ENSDARG00000086183" "vkorc1"
"21874" "ENSDART00000129597.3" "ENSDARG00000037476" "sorbs3_t4"
"21875" "ENSDART00000129676.3" "ENSDARG00000090854" "LSM11"
"21876" "ENSDART00000129744.4" "ENSDARG00000027828" "grin1a_t3"
"21877" "ENSDART00000129772.3" "ENSDARG00000068006" "gck_t2"
"21878" "ENSDART00000129848.3" "ENSDARG00000089893" "unknown.8149"
"21879" "ENSDART00000129903.4" "ENSDARG00000086786" "mfsd10"
"21880" "ENSDART00000129917.4" "ENSDARG00000029761" "pals2b_t1"
"21881" "ENSDART00000129963.3" "ENSDARG00000018077" "rbp1.1"
"21882" "ENSDART00000129965.3" "ENSDARG00000091595" "unknown.8150"
"21883" "ENSDART00000129978.3" "ENSDARG00000089390" "PNPLA2"
"21884" "ENSDART00000129983.3" "ENSDARG00000088181" "MPPED1_t2"
"21885" "ENSDART00000130007.3" "ENSDARG00000091459" "unknown.8151"
"21886" "ENSDART00000130027.3" "ENSDARG00000103450" "unknown.8152"
"21887" "ENSDART00000130057.3" "ENSDARG00000109970" "rps6ka3b_g1t2"
"21888" "ENSDART00000130126.3" "ENSDARG00000090942" "unknown.8153"
"21889" "ENSDART00000130142.3" "ENSDARG00000044923" "ube2wa"
"21890" "ENSDART00000130292.3" "ENSDARG00000113572" "si:dkey-102c8.3"
"21891" "ENSDART00000130299.3" "ENSDARG00000088844" "deaf1"
"21892" "ENSDART00000130358.3" "ENSDARG00000089233" "unknown.8154"
"21893" "ENSDART00000130388.3" "ENSDARG00000087704" "gfra3"
"21894" "ENSDART00000130415.3" "ENSDARG00000086539" "unknown.8155"
"21895" "ENSDART00000130521.3" "ENSDARG00000090818" "CACFD1"
"21896" "ENSDART00000130576.3" "ENSDARG00000091619" "mvb12ba_t2"
"21897" "ENSDART00000130632.4" "ENSDARG00000044550" "hif1al2"
"21898" "ENSDART00000130722.4" "ENSDARG00000055565" "cacnb2b_t3"
"21899" "ENSDART00000130736.3" "ENSDARG00000088023" "si:dkey-26c10.5_t2"
"21900" "ENSDART00000130740.3" "ENSDARG00000090901" "unknown.8156"
"21901" "ENSDART00000130761.4" "ENSDARG00000063583" "map2k4a_t3"
"21902" "ENSDART00000130820.4" "ENSDARG00000031246" "hbegfb_t2"
"21903" "ENSDART00000130833.3" "ENSDARG00000087492" "unknown.8157"
"21904" "ENSDART00000130903.3" "ENSDARG00000090292" "unknown.8158"
"21905" "ENSDART00000130931.3" "ENSDARG00000087659" "c1qtnf13"
"21906" "ENSDART00000130936.3" "ENSDARG00000035514" "adam28_g1t2"
"21907" "ENSDART00000131037.3" "ENSDARG00000089071" "unknown.8159"
"21908" "ENSDART00000131046.3" "ENSDARG00000079143" "unknown.8160"
"21909" "ENSDART00000131052.3" "ENSDARG00000011434" "ptger2a_t2"
"21910" "ENSDART00000131110.3" "ENSDARG00000063559" "pigx_t2"
"21911" "ENSDART00000131167.3" "ENSDARG00000089123" "unknown.8161"
"21912" "ENSDART00000131215.2" "ENSDARG00000058990" "slc35a2"
"21913" "ENSDART00000131268.2" "ENSDARG00000092463" "unknown.8162"
"21914" "ENSDART00000131278.2" "ENSDARG00000012600" "unknown.8163"
"21915" "ENSDART00000131288.2" "ENSDARG00000070565" "ADAP2"
"21916" "ENSDART00000131342.2" "ENSDARG00000038557" "anks3"
"21917" "ENSDART00000131477.2" "ENSDARG00000073704" "unknown.8164"
"21918" "ENSDART00000131485.3" "ENSDARG00000089399" "tmem176l.2"
"21919" "ENSDART00000131501.4" "ENSDARG00000021480" "OLFML2B_t3"
"21920" "ENSDART00000131510.2" "ENSDARG00000068219" "unknown.8165"
"21921" "ENSDART00000131513.2" "ENSDARG00000058660" "ilf3a_t1"
"21922" "ENSDART00000131517.2" "ENSDARG00000070931" "si:ch211-232m10.6_t2"
"21923" "ENSDART00000131524.2" "ENSDARG00000068947" "unknown.8166"
"21924" "ENSDART00000131566.2" "ENSDARG00000042141" "myo6b_t2"
"21925" "ENSDART00000131661.3" "ENSDARG00000011405" "rps9_g1t1"
"21926" "ENSDART00000131664.3" "ENSDARG00000013023" "nsun3"
"21927" "ENSDART00000131675.3" "ENSDARG00000089477" "unknown.8167"
"21928" "ENSDART00000131724.2" "ENSDARG00000068199" "PLD3"
"21929" "ENSDART00000131736.3" "ENSDARG00000075307" "kcnq2a_t2"
"21930" "ENSDART00000131742.2" "ENSDARG00000077812" "SLC5A3"
"21931" "ENSDART00000131767.2" "ENSDARG00000062114" "TENT4A_t2"
"21932" "ENSDART00000131806.3" "ENSDARG00000009134" "hlx1_t1"
"21933" "ENSDART00000131834.3" "ENSDARG00000038693" "gng7"
"21934" "ENSDART00000131846.2" "ENSDARG00000076328" "OSBPL11"
"21935" "ENSDART00000131865.3" "ENSDARG00000012138" "sgce_t2"
"21936" "ENSDART00000131867.4" "ENSDARG00000014953" "CNIH3"
"21937" "ENSDART00000131888.2" "ENSDARG00000055825" "CELSR3_t1"
"21938" "ENSDART00000131892.3" "ENSDARG00000092483" "iqcc_t2"
"21939" "ENSDART00000131912.3" "ENSDARG00000034262" "PLD2"
"21940" "ENSDART00000131929.3" "ENSDARG00000030064" "plekha1a_t2"
"21941" "ENSDART00000131944.2" "ENSDARG00000058394" "tagln3b_g1t3"
"21942" "ENSDART00000131954.4" "ENSDARG00000007387" "irf2a_t1"
"21943" "ENSDART00000132066.3" "ENSDARG00000062134" "kcnab2b_t2"
"21944" "ENSDART00000132083.3" "ENSDARG00000009885" "unknown.8168"
"21945" "ENSDART00000132121.3" "ENSDARG00000055036" "itih3a.1_t2"
"21946" "ENSDART00000132139.3" "ENSDARG00000010051" "ufd1l_t2"
"21947" "ENSDART00000132156.2" "ENSDARG00000013351" "cirbpb_t1"
"21948" "ENSDART00000132179.3" "ENSDARG00000007988" "masp2_t2"
"21949" "ENSDART00000132197.3" "ENSDARG00000102658" "zgc:174624"
"21950" "ENSDART00000132206.3" "ENSDARG00000069377" "unknown.8169"
"21951" "ENSDART00000132216.2" "ENSDARG00000043403" "paox1"
"21952" "ENSDART00000132230.2" "ENSDARG00000068406" "six5"
"21953" "ENSDART00000132273.4" "ENSDARG00000061174" "znf740b_t2"
"21954" "ENSDART00000132278.4" "ENSDARG00000042557" "rnf144ab_t1"
"21955" "ENSDART00000132280.3" "ENSDARG00000015176" "ROR1_t2"
"21956" "ENSDART00000132320.2" "ENSDARG00000033760" "pmelb_t1"
"21957" "ENSDART00000132342.2" "ENSDARG00000062086" "unknown.8170"
"21958" "ENSDART00000132352.2" "ENSDARG00000093382" "uqcc3_t3"
"21959" "ENSDART00000132353.2" "ENSDARG00000018817" "bdnf_t1"
"21960" "ENSDART00000132363.3" "ENSDARG00000053684" "aldob_t1"
"21961" "ENSDART00000132386.2" "ENSDARG00000092788" "unknown.8171"
"21962" "ENSDART00000132411.2" "ENSDARG00000078598" "unknown.8172"
"21963" "ENSDART00000132443.2" "ENSDARG00000077119" "naxd_t5"
"21964" "ENSDART00000132445.2" "ENSDARG00000073705" "rbfa"
"21965" "ENSDART00000132464.2" "ENSDARG00000045481" "GSAP_t2"
"21966" "ENSDART00000132522.2" "ENSDARG00000012306" "syt13_t1"
"21967" "ENSDART00000132530.3" "ENSDARG00000012642" "unknown.8173"
"21968" "ENSDART00000132564.2" "ENSDARG00000020204" "nf2a"
"21969" "ENSDART00000132596.2" "ENSDARG00000042112" "dio1"
"21970" "ENSDART00000132605.3" "ENSDARG00000062080" "shc2_t2"
"21971" "ENSDART00000132622.3" "ENSDARG00000058154" "ZNF385C_t1"
"21972" "ENSDART00000132660.2" "ENSDARG00000012044" "polr3gla_t2"
"21973" "ENSDART00000132679.3" "ENSDARG00000027357" "cd2bp2_g1t1"
"21974" "ENSDART00000132685.3" "ENSDARG00000023546" "kcnn1b_t4"
"21975" "ENSDART00000132695.2" "ENSDARG00000092064" "unknown.8174"
"21976" "ENSDART00000132732.3" "ENSDARG00000038296" "tmem86b"
"21977" "ENSDART00000132736.4" "ENSDARG00000076153" "LCA5"
"21978" "ENSDART00000132739.3" "ENSDARG00000068915" "si:ch73-42k18.1"
"21979" "ENSDART00000132753.2" "ENSDARG00000057484" "srsf2a_t4"
"21980" "ENSDART00000132794.3" "ENSDARG00000032465" "slc1a8b_t2"
"21981" "ENSDART00000132831.2" "ENSDARG00000074719" "unknown.8175"
"21982" "ENSDART00000132850.2" "ENSDARG00000031929" "stard14_g2t1"
"21983" "ENSDART00000132861.3" "ENSDARG00000036658" "cab39l_t1"
"21984" "ENSDART00000132899.3" "ENSDARG00000062346" "CACNA1E_t1"
"21985" "ENSDART00000132901.2" "ENSDARG00000058537" "unknown.8176"
"21986" "ENSDART00000132915.2" "ENSDARG00000057108" "serpine3"
"21987" "ENSDART00000132987.2" "ENSDARG00000040526" "s1pr5a"
"21988" "ENSDART00000133008.2" "ENSDARG00000089919" "unknown.8177"
"21989" "ENSDART00000133031.3" "ENSDARG00000095339" "unknown.8178"
"21990" "ENSDART00000133063.2" "ENSDARG00000078582" "MYO16_t2"
"21991" "ENSDART00000133138.2" "ENSDARG00000069329" "drgx_t2"
"21992" "ENSDART00000133154.2" "ENSDARG00000060113" "znf395a_t2"
"21993" "ENSDART00000133281.3" "ENSDARG00000095400" "unknown.8179"
"21994" "ENSDART00000133295.3" "ENSDARG00000089831" "unknown.8180"
"21995" "ENSDART00000133321.2" "ENSDARG00000021569" "gdap2_t1"
"21996" "ENSDART00000133348.2" "ENSDARG00000068100" "unknown.8181"
"21997" "ENSDART00000133354.3" "ENSDARG00000036051" "irx4b"
"21998" "ENSDART00000133365.2" "ENSDARG00000011673" "unknown.8182"
"21999" "ENSDART00000133385.2" "ENSDARG00000004789" "LRP1B_g1t1"
"22000" "ENSDART00000133420.4" "ENSDARG00000003520" "TBC1D14_t3"
"22001" "ENSDART00000133421.2" "ENSDARG00000014430" "rabgef1_t1"
"22002" "ENSDART00000133471.3" "ENSDARG00000025436" "msrb1a_t3"
"22003" "ENSDART00000133475.2" "ENSDARG00000074125" "znf1161"
"22004" "ENSDART00000133550.3" "ENSDARG00000095322" "unknown.8183"
"22005" "ENSDART00000133576.2" "ENSDARG00000105748" "nmnat1"
"22006" "ENSDART00000133583.2" "ENSDARG00000094286" "unknown.8184"
"22007" "ENSDART00000133589.2" "ENSDARG00000040614" "sestd1_t1"
"22008" "ENSDART00000133604.3" "ENSDARG00000046012" "slc47a1_t5"
"22009" "ENSDART00000133641.2" "ENSDARG00000056211" "ogfod2"
"22010" "ENSDART00000133650.2" "ENSDARG00000022944" "ecd_g1t1"
"22011" "ENSDART00000133661.3" "ENSDARG00000060580" "tasp1"
"22012" "ENSDART00000133679.3" "ENSDARG00000011613" "rbm39a_t4"
"22013" "ENSDART00000133682.2" "ENSDARG00000092532" "unknown.8185"
"22014" "ENSDART00000133718.2" "ENSDARG00000038068" "ddx5_t1"
"22015" "ENSDART00000133735.2" "ENSDARG00000070624" "CACNG7"
"22016" "ENSDART00000133743.3" "ENSDARG00000035452" "camkk1a_g2t1"
"22017" "ENSDART00000133767.2" "ENSDARG00000008720" "lmo3_t2"
"22018" "ENSDART00000133797.2" "ENSDARG00000017105" "unknown.8186"
"22019" "ENSDART00000133799.2" "ENSDARG00000043802" "ms4a17a.8"
"22020" "ENSDART00000133802.2" "ENSDARG00000093359" "INPP5J"
"22021" "ENSDART00000133834.3" "ENSDARG00000019195" "vps9d1_t2"
"22022" "ENSDART00000133860.2" "ENSDARG00000015006" "dnm1l_t2"
"22023" "ENSDART00000133895.2" "ENSDARG00000055569" "ghdc"
"22024" "ENSDART00000133922.2" "ENSDARG00000043474" "atp2b3a_t1"
"22025" "ENSDART00000133926.3" "ENSDARG00000029718" "p2rx3b"
"22026" "ENSDART00000133942.2" "ENSDARG00000045228" "stub1_t2"
"22027" "ENSDART00000133946.2" "ENSDARG00000092166" "unknown.8187"
"22028" "ENSDART00000133957.2" "ENSDARG00000094328" "unknown.8188"
"22029" "ENSDART00000133973.3" "ENSDARG00000073963" "unknown.8189"
"22030" "ENSDART00000133983.3" "ENSDARG00000009901" "SLC38A5_t2"
"22031" "ENSDART00000133993.3" "ENSDARG00000074546" "unknown.8190"
"22032" "ENSDART00000134012.3" "ENSDARG00000059987" "DNAH12_t2"
"22033" "ENSDART00000134059.3" "ENSDARG00000078105" "DEPDC5_t2"
"22034" "ENSDART00000134080.3" "ENSDARG00000045560" "mybpc1_t2"
"22035" "ENSDART00000134087.2" "ENSDARG00000005762" "COL14A1_t3"
"22036" "ENSDART00000134105.2" "ENSDARG00000076247" "DLK2"
"22037" "ENSDART00000134115.2" "ENSDARG00000092360" "si:ch211-51h9.6"
"22038" "ENSDART00000134120.3" "ENSDARG00000040291" "cadm4_t1"
"22039" "ENSDART00000134177.2" "ENSDARG00000005176" "zgc:101040"
"22040" "ENSDART00000134202.2" "ENSDARG00000070810" "ccka"
"22041" "ENSDART00000134222.2" "ENSDARG00000052361" "il15_t2"
"22042" "ENSDART00000134224.3" "ENSDARG00000031712" "grm3_g1t1"
"22043" "ENSDART00000134247.2" "ENSDARG00000095019" "lmo2"
"22044" "ENSDART00000134277.2" "ENSDARG00000092605" "znf1003"
"22045" "ENSDART00000134283.3" "ENSDARG00000037476" "sorbs3_t5"
"22046" "ENSDART00000134292.2" "ENSDARG00000021154" "zgc:92040"
"22047" "ENSDART00000134307.3" "ENSDARG00000018856" "dclk1a_t3"
"22048" "ENSDART00000134309.3" "ENSDARG00000019326" "prpsap2_t1"
"22049" "ENSDART00000134319.2" "ENSDARG00000036778" "hbs1l_g2t1"
"22050" "ENSDART00000134337.2" "ENSDARG00000055610" "exoc2_g1t1"
"22051" "ENSDART00000134347.4" "ENSDARG00000052923" "zgc:113162_t2"
"22052" "ENSDART00000134373.2" "ENSDARG00000014018" "lhx1a_t1"
"22053" "ENSDART00000134393.2" "ENSDARG00000061746" "unknown.8191"
"22054" "ENSDART00000134447.2" "ENSDARG00000003109" "rcan1a_g2t1"
"22055" "ENSDART00000134480.3" "ENSDARG00000020845" "TNS1_t1"
"22056" "ENSDART00000134482.3" "ENSDARG00000058710" "unknown.8192"
"22057" "ENSDART00000134492.2" "ENSDARG00000059856" "alkbh2"
"22058" "ENSDART00000134519.3" "ENSDARG00000063706" "PDE8B_t2"
"22059" "ENSDART00000134550.3" "ENSDARG00000058022" "ormdl2"
"22060" "ENSDART00000134570.4" "ENSDARG00000005315" "celf1_t3"
"22061" "ENSDART00000134603.2" "ENSDARG00000086317" "unknown.8193"
"22062" "ENSDART00000134624.2" "ENSDARG00000029124" "adamts15a_g2t1"
"22063" "ENSDART00000134635.2" "ENSDARG00000093997" "si:dkey-9i23.15"
"22064" "ENSDART00000134661.2" "ENSDARG00000036494" "gstcd_t2"
"22065" "ENSDART00000134665.2" "ENSDARG00000094892" "cenph"
"22066" "ENSDART00000134684.2" "ENSDARG00000095750" "fdxacb1"
"22067" "ENSDART00000134734.2" "ENSDARG00000075718" "rpz5_t1"
"22068" "ENSDART00000134775.2" "ENSDARG00000002295" "unknown.8194"
"22069" "ENSDART00000134819.3" "ENSDARG00000042859" "slc5a6a"
"22070" "ENSDART00000134822.3" "ENSDARG00000010710" "msi1b_t1"
"22071" "ENSDART00000134831.2" "ENSDARG00000034007" "prom1b_g1t1"
"22072" "ENSDART00000134832.2" "ENSDARG00000079578" "rbpms2b_t3"
"22073" "ENSDART00000134855.3" "ENSDARG00000069318" "EFR3B_g1t1"
"22074" "ENSDART00000134908.2" "ENSDARG00000006598" "sgk2b_t1"
"22075" "ENSDART00000134912.3" "ENSDARG00000032317" "tox_t1"
"22076" "ENSDART00000134928.3" "ENSDARG00000051729" "unknown.8195"
"22077" "ENSDART00000134950.3" "ENSDARG00000069386" "mtg1_t3"
"22078" "ENSDART00000134958.3" "ENSDARG00000076144" "unknown.8196"
"22079" "ENSDART00000134971.3" "ENSDARG00000079347" "zgc:194659"
"22080" "ENSDART00000134980.3" "ENSDARG00000095615" "unknown.8197"
"22081" "ENSDART00000134998.2" "ENSDARG00000042840" "eml1_t5"
"22082" "ENSDART00000135008.3" "ENSDARG00000054344" "gabpb2b"
"22083" "ENSDART00000135019.2" "ENSDARG00000074640" "FIBCD1"
"22084" "ENSDART00000135032.2" "ENSDARG00000092651" "sgo2"
"22085" "ENSDART00000135035.2" "ENSDARG00000088505" "unknown.8198"
"22086" "ENSDART00000135040.2" "ENSDARG00000007241" "mycb_t1"
"22087" "ENSDART00000135074.3" "ENSDARG00000078778" "LRCH1_t3"
"22088" "ENSDART00000135086.3" "ENSDARG00000071341" "unknown.8199"
"22089" "ENSDART00000135091.2" "ENSDARG00000075817" "METTL24"
"22090" "ENSDART00000135094.2" "ENSDARG00000034321" "unknown.8200"
"22091" "ENSDART00000135147.2" "ENSDARG00000094660" "unknown.8201"
"22092" "ENSDART00000135221.2" "ENSDARG00000043566" "nepro_g1t1"
"22093" "ENSDART00000135281.3" "ENSDARG00000074079" "unknown.8202"
"22094" "ENSDART00000135323.2" "ENSDARG00000003607" "nr2f6a_t2"
"22095" "ENSDART00000135345.5" "ENSDARG00000095696" "unknown.8203"
"22096" "ENSDART00000135352.3" "ENSDARG00000016691" "cd9b_t3"
"22097" "ENSDART00000135359.2" "ENSDARG00000040717" "macc1_t2"
"22098" "ENSDART00000135374.3" "ENSDARG00000062248" "PTPN21_t1"
"22099" "ENSDART00000135411.3" "ENSDARG00000092920" "unknown.8204"
"22100" "ENSDART00000135428.3" "ENSDARG00000094725" "si:ch211-284e13.5"
"22101" "ENSDART00000135456.2" "ENSDARG00000061044" "si:dkey-72l14.3"
"22102" "ENSDART00000135464.3" "ENSDARG00000059028" "srrd_t2"
"22103" "ENSDART00000135472.2" "ENSDARG00000005098" "zgc:86764_t1"
"22104" "ENSDART00000135473.2" "ENSDARG00000095510" "unknown.8205"
"22105" "ENSDART00000135475.2" "ENSDARG00000009930" "cadm2a_g1t2"
"22106" "ENSDART00000135507.3" "ENSDARG00000059175" "cep19"
"22107" "ENSDART00000135508.3" "ENSDARG00000057626" "josd2_g1t1"
"22108" "ENSDART00000135522.3" "ENSDARG00000020741" "fga_t1"
"22109" "ENSDART00000135561.2" "ENSDARG00000057053" "sgms1a_g1t1"
"22110" "ENSDART00000135598.2" "ENSDARG00000042872" "unknown.8206"
"22111" "ENSDART00000135605.3" "ENSDARG00000057928" "mzt2b_t2"
"22112" "ENSDART00000135631.3" "ENSDARG00000008494" "myl6_g2t2"
"22113" "ENSDART00000135633.3" "ENSDARG00000061977" "unknown.8207"
"22114" "ENSDART00000135652.2" "ENSDARG00000031971" "poglut2_g2t1"
"22115" "ENSDART00000135692.2" "ENSDARG00000061829" "unc13a_g2t1"
"22116" "ENSDART00000135700.4" "ENSDARG00000010721" "septin6_g1t2"
"22117" "ENSDART00000135769.2" "ENSDARG00000077139" "COL6A3_t1"
"22118" "ENSDART00000135814.3" "ENSDARG00000008192" "pank1a_g1t2"
"22119" "ENSDART00000135821.2" "ENSDARG00000054583" "mfsd6b"
"22120" "ENSDART00000135834.3" "ENSDARG00000001968" "dock5"
"22121" "ENSDART00000135860.3" "ENSDARG00000073918" "unknown.8208"
"22122" "ENSDART00000135902.3" "ENSDARG00000055052" "unknown.8209"
"22123" "ENSDART00000135913.3" "ENSDARG00000094952" "unknown.8210"
"22124" "ENSDART00000135951.3" "ENSDARG00000079933" "SLC46A3_g2t1"
"22125" "ENSDART00000135973.3" "ENSDARG00000001621" "nfyal_t1"
"22126" "ENSDART00000135984.2" "ENSDARG00000056395" "unknown.8211"
"22127" "ENSDART00000136018.2" "ENSDARG00000021324" "nsun4"
"22128" "ENSDART00000136045.4" "ENSDARG00000071345" "mgst2_t1"
"22129" "ENSDART00000136074.2" "ENSDARG00000004396" "b3gnt5b"
"22130" "ENSDART00000136076.3" "ENSDARG00000055481" "atf7b_g3t1"
"22131" "ENSDART00000136079.3" "ENSDARG00000001891" "syt14b_t2"
"22132" "ENSDART00000136104.3" "ENSDARG00000094469" "wu:fc63a07"
"22133" "ENSDART00000136131.3" "ENSDARG00000071076" "ldhbb_t1"
"22134" "ENSDART00000136136.3" "ENSDARG00000040959" "rabl3_t2"
"22135" "ENSDART00000136141.2" "ENSDARG00000060085" "KCNQ3_t2"
"22136" "ENSDART00000136151.2" "ENSDARG00000016724" "nkapd1_t2"
"22137" "ENSDART00000136156.3" "ENSDARG00000074030" "MYT1_g1t5"
"22138" "ENSDART00000136189.2" "ENSDARG00000092522" "unknown.8212"
"22139" "ENSDART00000136199.2" "ENSDARG00000036775" "dtd2"
"22140" "ENSDART00000136229.2" "ENSDARG00000034700" "vegfab_t3"
"22141" "ENSDART00000136239.2" "ENSDARG00000076644" "kcnv2a"
"22142" "ENSDART00000136244.3" "ENSDARG00000031751" "npr1a"
"22143" "ENSDART00000136269.2" "ENSDARG00000001154" "RIMBP2_g1t5"
"22144" "ENSDART00000136285.2" "ENSDARG00000040942" "pnp6_g1t1"
"22145" "ENSDART00000136299.2" "ENSDARG00000094191" "nup37_t1"
"22146" "ENSDART00000136300.4" "ENSDARG00000075098" "wdr17_t1"
"22147" "ENSDART00000136301.3" "ENSDARG00000035325" "srsf7a_g2t1"
"22148" "ENSDART00000136303.3" "ENSDARG00000010059" "ITPKB"
"22149" "ENSDART00000136306.2" "ENSDARG00000092889" "zgc:194246"
"22150" "ENSDART00000136314.3" "ENSDARG00000032206" "cthl"
