"transcript_id" "gene_id" "gene_name"
"368" "ENSDART00000081420.7" "ENSDARG00000076721" "zgc:171686_t1"
"369" "ENSDART00000081440.4" "ENSDARG00000058557" "unknown.98"
"370" "ENSDART00000081457.4" "ENSDARG00000058570" "ccl27a_t1"
"371" "ENSDART00000081536.5" "ENSDARG00000058647" "HCK_t1"
"372" "ENSDART00000081563.6" "ENSDARG00000058658" "unknown.99"
"373" "ENSDART00000081590.6" "ENSDARG00000058673" "nkl.1_g1t1"
"374" "ENSDART00000081606.5" "ENSDARG00000042114" "BIN1_t1"
"375" "ENSDART00000081607.5" "ENSDARG00000058696" "tbl1xr1a_t1"
"376" "ENSDART00000081704.6" "ENSDARG00000058765" "or64b3"
"377" "ENSDART00000081875.4" "ENSDARG00000058917" "nnr"
"378" "ENSDART00000081896.5" "ENSDARG00000058930" "unknown.100"
"379" "ENSDART00000081918.5" "ENSDARG00000058945" "acot22"
"380" "ENSDART00000082048.6" "ENSDARG00000090310" "unknown.101"
"381" "ENSDART00000082127.6" "ENSDARG00000059116" "HEATR5B_t1"
"382" "ENSDART00000082251.7" "ENSDARG00000059131" "spdya_t1"
"383" "ENSDART00000082276.5" "ENSDARG00000059233" "runx2b_t1"
"384" "ENSDART00000082283.6" "ENSDARG00000059233" "runx2b_t2"
"385" "ENSDART00000082351.5" "ENSDARG00000059279" "tfap2a_t1"
"386" "ENSDART00000082383.6" "ENSDARG00000025601" "unknown.102"
"387" "ENSDART00000082506.6" "ENSDARG00000059398" "myef2_t1"
"388" "ENSDART00000082509.6" "ENSDARG00000059397" "tas1r2.2"
"389" "ENSDART00000082625.6" "ENSDARG00000068065" "unknown.103"
"390" "ENSDART00000082740.6" "ENSDARG00000059483" "TEAD1_t1"
"391" "ENSDART00000083470.6" "ENSDARG00000059781" "ATCAY_g1t1"
"392" "ENSDART00000083582.6" "ENSDARG00000059824" "soat2_t1"
"393" "ENSDART00000083874.6" "ENSDARG00000070371" "kat7a_g1t1"
"394" "ENSDART00000084665.6" "ENSDARG00000060236" "DOK7_t1"
"395" "ENSDART00000084932.7" "ENSDARG00000060348" "MAP3K3_t1"
"396" "ENSDART00000086146.7" "ENSDARG00000111232" "trim35-31_g1t1"
"397" "ENSDART00000086263.7" "ENSDARG00000056726" "tmt1a.1_g1t1"
"398" "ENSDART00000086281.6" "ENSDARG00000069733" "mavs_t1"
"399" "ENSDART00000086417.4" "ENSDARG00000078649" "il21r.2"
"400" "ENSDART00000086474.4" "ENSDARG00000097228" "unknown.104"
"401" "ENSDART00000086564.7" "ENSDARG00000061017" "spns2_g1t1"
"402" "ENSDART00000086613.6" "ENSDARG00000067808" "unknown.105"
"403" "ENSDART00000086733.6" "ENSDARG00000074928" "unknown.106"
"404" "ENSDART00000087163.5" "ENSDARG00000018327" "illr3"
"405" "ENSDART00000087662.5" "ENSDARG00000061458" "phf14_t1"
"406" "ENSDART00000088043.7" "ENSDARG00000061611" "unknown.107"
"407" "ENSDART00000088351.6" "ENSDARG00000078142" "SPAG9_t1"
"408" "ENSDART00000088492.5" "ENSDARG00000061769" "bmp10"
"409" "ENSDART00000088668.7" "ENSDARG00000043210" "NFIC_t1"
"410" "ENSDART00000088933.7" "ENSDARG00000061936" "fbxo10_t1"
"411" "ENSDART00000089136.5" "ENSDARG00000062009" "GPR18"
"412" "ENSDART00000089230.6" "ENSDARG00000062052" "casp2_t1"
"413" "ENSDART00000089615.5" "ENSDARG00000062086" "unknown.108"
"414" "ENSDART00000089961.6" "ENSDARG00000079618" "sik2a_t1"
"415" "ENSDART00000090711.7" "ENSDARG00000062598" "LTC4S"
"416" "ENSDART00000091647.6" "ENSDARG00000062986" "pnpla7a_t1"
"417" "ENSDART00000091806.7" "ENSDARG00000058574" "abcg2c_t1"
"418" "ENSDART00000091898.6" "ENSDARG00000063088" "si:dkey-211g8.6"
"419" "ENSDART00000091924.6" "ENSDARG00000063108" "unknown.109"
"420" "ENSDART00000091926.5" "ENSDARG00000019093" "unknown.110"
"421" "ENSDART00000092746.6" "ENSDARG00000063444" "unknown.111"
"422" "ENSDART00000092763.6" "ENSDARG00000063451" "unknown.112"
"423" "ENSDART00000092953.7" "ENSDARG00000032116" "cnot7_g1t1"
"424" "ENSDART00000093009.6" "ENSDARG00000014439" "DGKZ_g1t1"
"425" "ENSDART00000093037.7" "ENSDARG00000063583" "map2k4a_t1"
"426" "ENSDART00000093269.4" "ENSDARG00000052900" "zgc:153642"
"427" "ENSDART00000093279.5" "ENSDARG00000000767" "spi1b_t1"
"428" "ENSDART00000097168.5" "ENSDARG00000055841" "unknown.113"
"429" "ENSDART00000097450.5" "ENSDARG00000067664" "unknown.114"
"430" "ENSDART00000097468.3" "ENSDARG00000067669" "zglp1"
"431" "ENSDART00000097530.5" "ENSDARG00000079456" "unknown.115"
"432" "ENSDART00000097668.5" "ENSDARG00000068127" "unknown.116"
"433" "ENSDART00000097683.2" "ENSDARG00000067814" "unknown.117"
"434" "ENSDART00000097748.5" "ENSDARG00000067847" "il21"
"435" "ENSDART00000097799.5" "ENSDARG00000095032" "unknown.118"
"436" "ENSDART00000097810.4" "ENSDARG00000078312" "unknown.119"
"437" "ENSDART00000097877.5" "ENSDARG00000088615" "ltb4r2a_t1"
"438" "ENSDART00000097932.5" "ENSDARG00000074510" "unknown.120"
"439" "ENSDART00000098020.5" "ENSDARG00000103252" "si:busm1-169i8.11"
"440" "ENSDART00000098083.5" "ENSDARG00000112065" "unknown.121"
"441" "ENSDART00000098138.4" "ENSDARG00000041705" "mhc2d8.45b1"
"442" "ENSDART00000098271.5" "ENSDARG00000068086" "psmb11b"
"443" "ENSDART00000098592.5" "ENSDARG00000078841" "unknown.122"
"444" "ENSDART00000098622.5" "ENSDARG00000068258" "unknown.123"
"445" "ENSDART00000098688.6" "ENSDARG00000068283" "cyp2x10.1_t1"
"446" "ENSDART00000098970.7" "ENSDARG00000016999" "lin28ab_t1"
"447" "ENSDART00000099060.5" "ENSDARG00000086247" "zgc:171781"
"448" "ENSDART00000099130.5" "ENSDARG00000056154" "unknown.124"
"449" "ENSDART00000099156.4" "ENSDARG00000113219" "unknown.125"
"450" "ENSDART00000099395.5" "ENSDARG00000068659" "or30bu2_g1t1"
"451" "ENSDART00000099400.6" "ENSDARG00000068661" "or80a13_g1t1"
"452" "ENSDART00000099483.5" "ENSDARG00000068713" "si:dkey-14o1.20_t1"
"453" "ENSDART00000099545.2" "ENSDARG00000068742" "unknown.126"
"454" "ENSDART00000099572.3" "ENSDARG00000068761" "mespab"
"455" "ENSDART00000099744.5" "ENSDARG00000068865" "si:dkey-61p9.7_t1"
"456" "ENSDART00000099749.2" "ENSDARG00000076137" "cldn26"
"457" "ENSDART00000099750.4" "ENSDARG00000068869" "hspa12a.3"
"458" "ENSDART00000099846.4" "ENSDARG00000037533" "mep1ba_g1t1"
"459" "ENSDART00000099911.5" "ENSDARG00000042972" "plp2a"
"460" "ENSDART00000099972.5" "ENSDARG00000092381" "unknown.127"
"461" "ENSDART00000100111.5" "ENSDARG00000069033" "pimr51"
"462" "ENSDART00000100147.3" "ENSDARG00000035048" "or70a4"
"463" "ENSDART00000100185.4" "ENSDARG00000069058" "lgals9l4"
"464" "ENSDART00000100262.7" "ENSDARG00000042661" "gfus.3"
"465" "ENSDART00000100295.4" "ENSDARG00000069103" "unknown.128"
"466" "ENSDART00000100311.3" "ENSDARG00000069111" "ikzf2_t1"
"467" "ENSDART00000100335.5" "ENSDARG00000075179" "unknown.129"
"468" "ENSDART00000100508.5" "ENSDARG00000069196" "EBF1_t1"
"469" "ENSDART00000100520.2" "ENSDARG00000110650" "taar13d"
"470" "ENSDART00000100523.5" "ENSDARG00000112794" "taar13c"
"471" "ENSDART00000100536.4" "ENSDARG00000069211" "taar14i"
"472" "ENSDART00000100610.5" "ENSDARG00000069245" "matn3a_t1"
"473" "ENSDART00000100644.6" "ENSDARG00000069260" "rec8b"
"474" "ENSDART00000100669.5" "ENSDARG00000069270" "unknown.130"
"475" "ENSDART00000100697.5" "ENSDARG00000092692" "pimr133_t1"
"476" "ENSDART00000100755.4" "ENSDARG00000069311" "il15ra_g1t1"
"477" "ENSDART00000100893.6" "ENSDARG00000094370" "si:ch211-125e6.13"
"478" "ENSDART00000100925.5" "ENSDARG00000069382" "mxtx1"
"479" "ENSDART00000100955.5" "ENSDARG00000040901" "unknown.131"
"480" "ENSDART00000100974.5" "ENSDARG00000006766" "snd1_t1"
"481" "ENSDART00000100987.5" "ENSDARG00000089388" "unknown.132"
"482" "ENSDART00000101051.4" "ENSDARG00000069428" "slbp2"
"483" "ENSDART00000101071.5" "ENSDARG00000038271" "zgc:113293_t1"
"484" "ENSDART00000101175.4" "ENSDARG00000069481" "ghrh_g1t1"
"485" "ENSDART00000101216.3" "ENSDARG00000069504" "unknown.133"
"486" "ENSDART00000101230.5" "ENSDARG00000018506" "unknown.134"
"487" "ENSDART00000101262.6" "ENSDARG00000004574" "gtf3c2_t1"
"488" "ENSDART00000101418.5" "ENSDARG00000069598" "chrm5b_t1"
"489" "ENSDART00000101601.6" "ENSDARG00000057328" "cth1"
"490" "ENSDART00000101635.5" "ENSDARG00000058329" "unknown.135"
"491" "ENSDART00000101640.4" "ENSDARG00000018587" "zgc:152658_g1t1"
"492" "ENSDART00000101701.5" "ENSDARG00000076846" "nitr6a"
"493" "ENSDART00000101709.5" "ENSDARG00000069735" "unknown.136"
"494" "ENSDART00000101713.5" "ENSDARG00000089087" "hbba1"
"495" "ENSDART00000101784.3" "ENSDARG00000069769" "gig2j"
"496" "ENSDART00000101797.3" "ENSDARG00000069775" "fbxo40.1_g1t1"
"497" "ENSDART00000101856.5" "ENSDARG00000037144" "cpb2_t1"
"498" "ENSDART00000101897.4" "ENSDARG00000016421" "crygm1"
"499" "ENSDART00000101958.4" "ENSDARG00000069834" "pnpla4_t1"
"500" "ENSDART00000101961.5" "ENSDARG00000087518" "unknown.137"
"501" "ENSDART00000102099.5" "ENSDARG00000069895" "unknown.138"
"502" "ENSDART00000102108.5" "ENSDARG00000069901" "unknown.139"
"503" "ENSDART00000102141.5" "ENSDARG00000036748" "nitr8_g1t2"
"504" "ENSDART00000102212.5" "ENSDARG00000069941" "unknown.140"
"505" "ENSDART00000102261.3" "ENSDARG00000110610" "unknown.141"
"506" "ENSDART00000102515.5" "ENSDARG00000063030" "mesd_t1"
"507" "ENSDART00000102542.4" "ENSDARG00000090822" "qdprb.4_g1t1"
"508" "ENSDART00000102554.6" "ENSDARG00000070074" "lrp8_g1t1"
"509" "ENSDART00000102658.5" "ENSDARG00000070127" "NFXL1_t1"
"510" "ENSDART00000102739.5" "ENSDARG00000042063" "unknown.142"
"511" "ENSDART00000102847.5" "ENSDARG00000070206" "mhc2d8.37a2"
"512" "ENSDART00000103182.5" "ENSDARG00000070368" "casp6b.2_t1"
"513" "ENSDART00000103203.4" "ENSDARG00000070378" "ccl35.2"
"514" "ENSDART00000103231.5" "ENSDARG00000074457" "unknown.143"
"515" "ENSDART00000103282.5" "ENSDARG00000044061" "unknown.144"
"516" "ENSDART00000103325.6" "ENSDARG00000101827" "unknown.145"
"517" "ENSDART00000103418.5" "ENSDARG00000016448" "vtg3_t1"
"518" "ENSDART00000103437.4" "ENSDARG00000070463" "e2f3_t1"
"519" "ENSDART00000103457.5" "ENSDARG00000030157" "mybpc2a_t1"
"520" "ENSDART00000103523.5" "ENSDARG00000004954" "grna_t1"
"521" "ENSDART00000103550.4" "ENSDARG00000062057" "zgc:174945_g1t1"
"522" "ENSDART00000103570.6" "ENSDARG00000070513" "BRPF3_g1t1"
"523" "ENSDART00000103631.5" "ENSDARG00000070535" "ripply2"
"524" "ENSDART00000103659.5" "ENSDARG00000070546" "msgn1"
"525" "ENSDART00000103858.5" "ENSDARG00000070605" "unknown.146"
"526" "ENSDART00000103868.4" "ENSDARG00000070611" "zgc:152986"
"527" "ENSDART00000104022.4" "ENSDARG00000015002" "cdh4_t1"
"528" "ENSDART00000104107.5" "ENSDARG00000070714" "zgc:173544_g1t1"
"529" "ENSDART00000104183.5" "ENSDARG00000105363" "unknown.147"
"530" "ENSDART00000104264.4" "ENSDARG00000044973" "krt98_t1"
"531" "ENSDART00000104292.5" "ENSDARG00000002411" "unknown.148"
"532" "ENSDART00000104332.5" "ENSDARG00000070833" "lin52_t1"
"533" "ENSDART00000104347.4" "ENSDARG00000051795" "unknown.149"
"534" "ENSDART00000104453.5" "ENSDARG00000100953" "unknown.150"
"535" "ENSDART00000104571.4" "ENSDARG00000070941" "igfbp6a_t1"
"536" "ENSDART00000104583.5" "ENSDARG00000040123" "zfpm2a_t1"
"537" "ENSDART00000104608.5" "ENSDARG00000070953" "unknown.151"
"538" "ENSDART00000104686.5" "ENSDARG00000039878" "ambra1b_t1"
"539" "ENSDART00000104725.5" "ENSDARG00000006332" "snx14_t1"
"540" "ENSDART00000104730.4" "ENSDARG00000071012" "ifit14"
"541" "ENSDART00000104793.3" "ENSDARG00000092166" "unknown.152"
"542" "ENSDART00000104826.5" "ENSDARG00000094999" "unknown.153"
"543" "ENSDART00000104854.5" "ENSDARG00000071070" "pthlhb"
"544" "ENSDART00000105014.5" "ENSDARG00000115760" "unknown.154"
"545" "ENSDART00000105021.5" "ENSDARG00000088022" "mhc1zfa"
"546" "ENSDART00000105025.6" "ENSDARG00000071168" "zmp:0000001138"
"547" "ENSDART00000105073.3" "ENSDARG00000105334" "unknown.155"
"548" "ENSDART00000105099.4" "ENSDARG00000052748" "capn1b_g1t1"
"549" "ENSDART00000105305.5" "ENSDARG00000077097" "unknown.156"
"550" "ENSDART00000105308.5" "ENSDARG00000086221" "si:ch211-226h8.4_g1t1"
"551" "ENSDART00000105486.5" "ENSDARG00000042008" "unknown.157"
"552" "ENSDART00000105489.6" "ENSDARG00000071381" "unknown.158"
"553" "ENSDART00000105503.4" "ENSDARG00000044136" "rab3gap2_t1"
"554" "ENSDART00000105574.4" "ENSDARG00000053525" "enpp7.2_g1t1"
"555" "ENSDART00000105639.5" "ENSDARG00000093272" "unknown.159"
"556" "ENSDART00000105688.4" "ENSDARG00000116152" "nkap_g1t1"
"557" "ENSDART00000105751.5" "ENSDARG00000071494" "fshr"
"558" "ENSDART00000105771.5" "ENSDARG00000071499" "cxcl32b.1"
"559" "ENSDART00000105800.3" "ENSDARG00000033450" "nkap_g2t1"
"560" "ENSDART00000105848.5" "ENSDARG00000071543" "shisa10.2"
"561" "ENSDART00000105925.5" "ENSDARG00000071583" "gtf3ab_g1t1"
"562" "ENSDART00000105945.5" "ENSDARG00000116207" "unknown.160"
"563" "ENSDART00000105992.6" "ENSDARG00000086576" "unknown.161"
"564" "ENSDART00000106026.5" "ENSDARG00000078234" "unknown.162"
"565" "ENSDART00000106062.5" "ENSDARG00000071629" "unknown.163"
"566" "ENSDART00000106074.5" "ENSDARG00000037292" "CHRM1_t1"
"567" "ENSDART00000106081.5" "ENSDARG00000071636" "unknown.164"
"568" "ENSDART00000106086.5" "ENSDARG00000052680" "unknown.165"
"569" "ENSDART00000106092.5" "ENSDARG00000055334" "unknown.166"
"570" "ENSDART00000106174.5" "ENSDARG00000094155" "unknown.167"
"571" "ENSDART00000106209.4" "ENSDARG00000071701" "zgc:162941"
"572" "ENSDART00000106244.5" "ENSDARG00000078638" "zgc:171750"
"573" "ENSDART00000106252.6" "ENSDARG00000095281" "zgc:152652_t1"
"574" "ENSDART00000106260.5" "ENSDARG00000071724" "ankha_t1"
"575" "ENSDART00000106572.3" "ENSDARG00000071841" "unknown.168"
"576" "ENSDART00000106637.5" "ENSDARG00000071864" "unknown.169"
"577" "ENSDART00000108557.3" "ENSDARG00000095250" "unknown.170"
"578" "ENSDART00000108641.4" "ENSDARG00000074854" "unknown.171"
"579" "ENSDART00000108655.4" "ENSDARG00000074828" "RHOBTB2_g1t1"
"580" "ENSDART00000108681.4" "ENSDARG00000070812" "unknown.172"
"581" "ENSDART00000108697.4" "ENSDARG00000078625" "unknown.173"
"582" "ENSDART00000108703.4" "ENSDARG00000077934" "TMBIM6_t1"
"583" "ENSDART00000108739.4" "ENSDARG00000079987" "unknown.174"
"584" "ENSDART00000108797.4" "ENSDARG00000078012" "zgc:162060"
"585" "ENSDART00000108871.4" "ENSDARG00000079681" "unknown.175"
"586" "ENSDART00000108964.5" "ENSDARG00000013847" "egfra_t1"
"587" "ENSDART00000108968.4" "ENSDARG00000074016" "ptgfr"
"588" "ENSDART00000108972.4" "ENSDARG00000090469" "unknown.176"
"589" "ENSDART00000108999.4" "ENSDARG00000075759" "SAMD4A_t1"
"590" "ENSDART00000109038.2" "ENSDARG00000115145" "unknown.177"
"591" "ENSDART00000109063.3" "ENSDARG00000079333" "cd40lg"
"592" "ENSDART00000109247.4" "ENSDARG00000075687" "ANAPC1_t1"
"593" "ENSDART00000109283.3" "ENSDARG00000074132" "scpp7_t1"
"594" "ENSDART00000109291.2" "ENSDARG00000114269" "unknown.178"
"595" "ENSDART00000109353.4" "ENSDARG00000076778" "unknown.179"
"596" "ENSDART00000109369.2" "ENSDARG00000078810" "unknown.180"
"597" "ENSDART00000109390.2" "ENSDARG00000078364" "unknown.181"
"598" "ENSDART00000109463.5" "ENSDARG00000010423" "npsn_t1"
"599" "ENSDART00000109534.4" "ENSDARG00000077570" "unknown.182"
"600" "ENSDART00000109624.4" "ENSDARG00000113808" "unknown.183"
"601" "ENSDART00000109680.5" "ENSDARG00000078643" "unknown.184"
"602" "ENSDART00000109698.4" "ENSDARG00000078238" "NACC1_g1t1"
"603" "ENSDART00000109705.4" "ENSDARG00000079889" "PHLDB2_g1t1"
"604" "ENSDART00000109747.3" "ENSDARG00000071446" "unknown.185"
"605" "ENSDART00000109783.4" "ENSDARG00000095314" "unknown.186"
"606" "ENSDART00000109841.4" "ENSDARG00000076614" "ssuh2.3_g1t1"
"607" "ENSDART00000109854.5" "ENSDARG00000034700" "vegfab_t1"
"608" "ENSDART00000109953.4" "ENSDARG00000077053" "PPFIA3_t1"
"609" "ENSDART00000109983.2" "ENSDARG00000078743" "oxgr1a.2"
"610" "ENSDART00000110078.4" "ENSDARG00000074966" "or30by3"
"611" "ENSDART00000110079.3" "ENSDARG00000078550" "zgc:194839_t1"
"612" "ENSDART00000110097.3" "ENSDARG00000073787" "unknown.187"
"613" "ENSDART00000110164.4" "ENSDARG00000078398" "unknown.188"
"614" "ENSDART00000110178.4" "ENSDARG00000057468" "kcnc2_t1"
"615" "ENSDART00000110249.4" "ENSDARG00000029859" "unknown.189"
"616" "ENSDART00000110276.3" "ENSDARG00000074014" "plaat1l"
"617" "ENSDART00000110378.2" "ENSDARG00000078427" "unknown.190"
"618" "ENSDART00000110453.6" "ENSDARG00000094344" "unknown.191"
"619" "ENSDART00000110469.4" "ENSDARG00000075980" "tmem125b_t1"
"620" "ENSDART00000110511.4" "ENSDARG00000076294" "unknown.192"
"621" "ENSDART00000110528.2" "ENSDARG00000077036" "unknown.193"
"622" "ENSDART00000110535.4" "ENSDARG00000074223" "mdfic_t1"
"623" "ENSDART00000110551.6" "ENSDARG00000079654" "unknown.194"
"624" "ENSDART00000110567.6" "ENSDARG00000073883" "clstn3_t1"
"625" "ENSDART00000110673.2" "ENSDARG00000078147" "il10"
"626" "ENSDART00000110680.4" "ENSDARG00000069909" "HTRA2_g1t1"
"627" "ENSDART00000110698.5" "ENSDARG00000079452" "rbm46_t1"
"628" "ENSDART00000110716.3" "ENSDARG00000015610" "tubg1_t1"
"629" "ENSDART00000110728.3" "ENSDARG00000077550" "GCNT4_g1t1"
"630" "ENSDART00000110743.5" "ENSDARG00000069815" "dnali1_t1"
"631" "ENSDART00000110748.5" "ENSDARG00000078205" "ccl34b.9_g1t1"
"632" "ENSDART00000110828.4" "ENSDARG00000076939" "unknown.195"
"633" "ENSDART00000110848.3" "ENSDARG00000079078" "si:ch211-5k11.8"
"634" "ENSDART00000110860.4" "ENSDARG00000024785" "ctnna2_t1"
"635" "ENSDART00000111017.4" "ENSDARG00000079185" "unknown.196"
"636" "ENSDART00000111114.5" "ENSDARG00000075785" "unknown.197"
"637" "ENSDART00000111123.4" "ENSDARG00000075826" "MSH4_t1"
"638" "ENSDART00000111180.4" "ENSDARG00000074712" "unknown.198"
"639" "ENSDART00000111226.4" "ENSDARG00000079414" "SEZ6_g1t1"
"640" "ENSDART00000111256.3" "ENSDARG00000076828" "zgc:194101"
"641" "ENSDART00000111317.4" "ENSDARG00000115277" "taar13e"
"642" "ENSDART00000111344.4" "ENSDARG00000069311" "il15ra_g1t2"
"643" "ENSDART00000111416.4" "ENSDARG00000069311" "il15ra_g1t3"
"644" "ENSDART00000111425.4" "ENSDARG00000076191" "unknown.199"
"645" "ENSDART00000111510.3" "ENSDARG00000078602" "ptger1c_g1t1"
"646" "ENSDART00000111526.4" "ENSDARG00000091254" "unknown.200"
"647" "ENSDART00000111533.3" "ENSDARG00000074066" "tas2r200.2_t1"
"648" "ENSDART00000111619.4" "ENSDARG00000075403" "gpha2_g1t1"
"649" "ENSDART00000111682.4" "ENSDARG00000070839" "EVI5_g1t1"
"650" "ENSDART00000111786.4" "ENSDARG00000074754" "ifi27.6_t1"
"651" "ENSDART00000111820.3" "ENSDARG00000069311" "il15ra_g1t4"
"652" "ENSDART00000111821.4" "ENSDARG00000057180" "il17c_g1t1"
"653" "ENSDART00000111822.5" "ENSDARG00000071680" "loxl5a_t1"
"654" "ENSDART00000111873.3" "ENSDARG00000078223" "ora4_t1"
"655" "ENSDART00000111878.4" "ENSDARG00000032129" "gtf2f1_t1"
"656" "ENSDART00000111908.4" "ENSDARG00000113783" "unknown.201"
"657" "ENSDART00000111997.3" "ENSDARG00000078206" "zgc:171506_g1t1"
"658" "ENSDART00000112152.5" "ENSDARG00000074443" "gas7a_g1t1"
"659" "ENSDART00000112220.4" "ENSDARG00000074360" "unknown.202"
"660" "ENSDART00000112276.4" "ENSDARG00000076949" "unknown.203"
"661" "ENSDART00000112295.5" "ENSDARG00000073920" "CNTNAP5_g1t1"
"662" "ENSDART00000112297.4" "ENSDARG00000113751" "unknown.204"
"663" "ENSDART00000112405.5" "ENSDARG00000069216" "c6ast1_t1"
"664" "ENSDART00000112472.4" "ENSDARG00000074334" "unknown.205"
"665" "ENSDART00000112866.4" "ENSDARG00000075134" "unknown.206"
"666" "ENSDART00000112930.4" "ENSDARG00000076547" "unknown.207"
"667" "ENSDART00000112981.3" "ENSDARG00000079880" "tas2r200.1"
"668" "ENSDART00000112986.6" "ENSDARG00000099643" "unknown.208"
"669" "ENSDART00000112991.4" "ENSDARG00000037476" "sorbs3_t1"
"670" "ENSDART00000113027.4" "ENSDARG00000079522" "si:ch211-184m13.4_t1"
"671" "ENSDART00000113055.4" "ENSDARG00000076148" "si:ch211-1a19.2"
"672" "ENSDART00000113088.4" "ENSDARG00000079654" "unknown.209"
"673" "ENSDART00000113175.4" "ENSDARG00000110591" "unknown.210"
"674" "ENSDART00000113223.4" "ENSDARG00000078975" "unknown.211"
"675" "ENSDART00000113230.3" "ENSDARG00000090183" "gapvd1_t1"
"676" "ENSDART00000113372.4" "ENSDARG00000090372" "taar14e"
"677" "ENSDART00000113397.4" "ENSDARG00000087496" "unknown.212"
"678" "ENSDART00000113401.4" "ENSDARG00000090946" "unknown.213"
"679" "ENSDART00000113403.2" "ENSDARG00000025505" "si:ch73-335d12.2_t1"
"680" "ENSDART00000113414.4" "ENSDARG00000075806" "KIRREL3_g1t1"
"681" "ENSDART00000113468.5" "ENSDARG00000116193" "unknown.214"
"682" "ENSDART00000113472.4" "ENSDARG00000069848" "nitr1a"
"683" "ENSDART00000113547.3" "ENSDARG00000075807" "unknown.215"
"684" "ENSDART00000113595.4" "ENSDARG00000074873" "unknown.216"
"685" "ENSDART00000113605.4" "ENSDARG00000078611" "unknown.217"
"686" "ENSDART00000113607.3" "ENSDARG00000053877" "cpdb_t1"
"687" "ENSDART00000113628.4" "ENSDARG00000074547" "si:ch211-240l19.8"
"688" "ENSDART00000113652.4" "ENSDARG00000073844" "unknown.218"
"689" "ENSDART00000113904.4" "ENSDARG00000076117" "STARD5_t1"
"690" "ENSDART00000113913.4" "ENSDARG00000073978" "crabp2a_t1"
"691" "ENSDART00000113952.5" "ENSDARG00000075671" "tlr4al"
"692" "ENSDART00000113964.5" "ENSDARG00000074274" "POLR2E"
"693" "ENSDART00000114197.4" "ENSDARG00000075541" "unknown.219"
"694" "ENSDART00000114208.4" "ENSDARG00000073675" "tlr8b_t1"
"695" "ENSDART00000114232.3" "ENSDARG00000074633" "gpr35.1_t1"
"696" "ENSDART00000114271.4" "ENSDARG00000076803" "unknown.220"
"697" "ENSDART00000114315.3" "ENSDARG00000063059" "abcg8_t1"
"698" "ENSDART00000114542.4" "ENSDARG00000056907" "unknown.221"
"699" "ENSDART00000114628.4" "ENSDARG00000074030" "MYT1_g1t1"
"700" "ENSDART00000114638.4" "ENSDARG00000052296" "unknown.222"
"701" "ENSDART00000114647.4" "ENSDARG00000112466" "vtg7_g1t1"
"702" "ENSDART00000114698.4" "ENSDARG00000105731" "unknown.223"
"703" "ENSDART00000114908.3" "ENSDARG00000114133" "unknown.224"
"704" "ENSDART00000114934.3" "ENSDARG00000024503" "c6ast3_t1"
"705" "ENSDART00000114983.3" "ENSDARG00000077626" "unknown.225"
"706" "ENSDART00000115078.2" "ENSDARG00000079158" "thpo"
"707" "ENSDART00000115105.5" "ENSDARG00000033727" "il12ba_t2"
"708" "ENSDART00000115177.4" "ENSDARG00000079826" "unknown.226"
"709" "ENSDART00000115182.4" "ENSDARG00000016212" "unknown.227"
"710" "ENSDART00000115232.4" "ENSDARG00000103081" "unknown.228"
"711" "ENSDART00000115270.3" "ENSDARG00000075614" "apoc4_t1"
"712" "ENSDART00000115275.3" "ENSDARG00000095281" "zgc:152652_t2"
"713" "ENSDART00000115316.4" "ENSDARG00000094981" "CHST12_g1t1"
"714" "ENSDART00000115331.4" "ENSDARG00000116005" "zgc:171446_t1"
"715" "ENSDART00000115344.5" "ENSDARG00000076965" "cep70_t1"
"716" "ENSDART00000115378.3" "ENSDARG00000074824" "unknown.229"
"717" "ENSDART00000115379.4" "ENSDARG00000055622" "zgc:153345_t1"
"718" "ENSDART00000115394.4" "ENSDARG00000079187" "TBX19_t1"
"719" "ENSDART00000116455.4" "ENSDARG00000083189" "ARHGAP19_t1"
"720" "ENSDART00000121451.3" "ENSDARG00000086390" "unknown.230"
"721" "ENSDART00000121605.4" "ENSDARG00000075598" "ambn"
"722" "ENSDART00000121643.3" "ENSDARG00000092498" "si:dkeyp-46h3.2"
