"transcript_id"	"gene_id"	"gene_name"	"TF"
"ENSDART00000097677.5"	"ENSDARG00000009939"	"micu2_t2"	FALSE
"ENSDART00000098132.4"	"ENSDARG00000021739"	"klhl24a"	FALSE
"ENSDART00000098273.4"	"ENSDARG00000068088"	"tcnba"	FALSE
"ENSDART00000098419.5"	"ENSDARG00000040503"	"sb:cb81"	TRUE
"ENSDART00000098634.6"	"ENSDARG00000041853"	"rbm39b_t1"	FALSE
"ENSDART00000098643.6"	"ENSDARG00000068265"	"tomm5"	FALSE
"ENSDART00000098691.5"	"ENSDARG00000040635"	"rnf11b"	FALSE
"ENSDART00000098731.6"	"ENSDARG00000029234"	"STXBP5"	FALSE
"ENSDART00000099566.4"	"ENSDARG00000068759"	"si:ch211-244o22.2_t1"	FALSE
"ENSDART00000099849.6"	"ENSDARG00000041381"	"bmal2_t2"	TRUE
"ENSDART00000099978.5"	"ENSDARG00000068973"	"pdlim4"	FALSE
"ENSDART00000100351.5"	"ENSDARG00000033444"	"map4k6"	FALSE
"ENSDART00000101201.4"	"ENSDARG00000069494"	"tmem223"	FALSE
"ENSDART00000101203.5"	"ENSDARG00000069497"	"sumf2"	FALSE
"ENSDART00000101623.2"	"ENSDARG00000069701"	"lgi2b"	FALSE
"ENSDART00000101707.5"	"ENSDARG00000041586"	"DHX40"	FALSE
"ENSDART00000101829.4"	"ENSDARG00000040528"	"lgals3bp.1"	FALSE
"ENSDART00000102125.5"	"ENSDARG00000035175"	"schip1_t1"	FALSE
"ENSDART00000103273.4"	"ENSDARG00000025554"	"wdr83os_t1"	FALSE
"ENSDART00000103484.5"	"ENSDARG00000045880"	"gas2l3"	FALSE
"ENSDART00000103887.5"	"ENSDARG00000070623"	"med10_t1"	TRUE
"ENSDART00000104536.5"	"ENSDARG00000079027"	"chsy1"	FALSE
"ENSDART00000105064.6"	"ENSDARG00000032256"	"TXNDC16_t2"	FALSE
"ENSDART00000105564.4"	"ENSDARG00000021805"	"tle5"	FALSE
"ENSDART00000108816.4"	"ENSDARG00000074031"	"unknown.9135"	FALSE
"ENSDART00000108989.4"	"ENSDARG00000078494"	"ADAMTS14"	FALSE
"ENSDART00000109023.4"	"ENSDARG00000004372"	"fmnl3_t3"	FALSE
"ENSDART00000109268.5"	"ENSDARG00000078891"	"trappc14"	FALSE
"ENSDART00000109525.4"	"ENSDARG00000052942"	"aspg_t3"	FALSE
"ENSDART00000109759.5"	"ENSDARG00000079122"	"tmx2a_t2"	FALSE
"ENSDART00000109791.4"	"ENSDARG00000116586"	"unknown.9143"	FALSE
"ENSDART00000109926.4"	"ENSDARG00000076592"	"man1b1b"	FALSE
"ENSDART00000109954.4"	"ENSDARG00000017007"	"nr4a2a_t1"	TRUE
"ENSDART00000109978.4"	"ENSDARG00000075165"	"unknown.9148"	FALSE
"ENSDART00000111328.4"	"ENSDARG00000077306"	"cutc_g1t1"	FALSE
"ENSDART00000111903.5"	"ENSDARG00000074285"	"unknown.9161"	FALSE
"ENSDART00000112053.4"	"ENSDARG00000079979"	"fam89a"	FALSE
"ENSDART00000112082.4"	"ENSDARG00000078685"	"RUFY1"	FALSE
"ENSDART00000112287.4"	"ENSDARG00000078803"	"GAS2L1_t2"	FALSE
"ENSDART00000112895.3"	"ENSDARG00000078657"	"FNDC10"	FALSE
"ENSDART00000113299.4"	"ENSDARG00000073845"	"zgc:110843"	FALSE
"ENSDART00000113368.4"	"ENSDARG00000075606"	"RNF5"	FALSE
"ENSDART00000113752.3"	"ENSDARG00000077822"	"si:dkey-6i22.5"	FALSE
"ENSDART00000113764.3"	"ENSDARG00000077176"	"zgc:174888_g1t2"	FALSE
"ENSDART00000114266.4"	"ENSDARG00000077499"	"plekho1b"	FALSE
"ENSDART00000114961.4"	"ENSDARG00000079462"	"ptges3l"	FALSE
"ENSDART00000115088.4"	"ENSDARG00000075621"	"birc5a"	TRUE
"ENSDART00000115244.4"	"ENSDARG00000076638"	"unknown.9193"	FALSE
"ENSDART00000121449.3"	"ENSDARG00000031768"	"roraa"	TRUE
"ENSDART00000121989.3"	"ENSDARG00000086391"	"cald1b_t2"	FALSE
"ENSDART00000122294.3"	"ENSDARG00000057939"	"ythdf3"	FALSE
"ENSDART00000122385.3"	"ENSDARG00000077516"	"unknown.9198"	FALSE
"ENSDART00000122902.3"	"ENSDARG00000086874"	"unknown.9201"	FALSE
"ENSDART00000123086.3"	"ENSDARG00000036005"	"pitpnb_t2"	FALSE
"ENSDART00000123191.3"	"ENSDARG00000063285"	"ube2t"	FALSE
"ENSDART00000123916.3"	"ENSDARG00000038585"	"eif4e2"	FALSE
"ENSDART00000123980.3"	"ENSDARG00000069855"	"pnisr_t2"	FALSE
"ENSDART00000124017.3"	"ENSDARG00000093043"	"ugt2b1_t2"	FALSE
"ENSDART00000124022.3"	"ENSDARG00000091777"	"MAPKAP1_t2"	FALSE
"ENSDART00000124898.3"	"ENSDARG00000086114"	"unknown.9206"	FALSE
"ENSDART00000125136.3"	"ENSDARG00000089922"	"unknown.9207"	FALSE
"ENSDART00000125455.4"	"ENSDARG00000090871"	"unknown.9209"	TRUE
"ENSDART00000125984.3"	"ENSDARG00000089086"	"mustn1b_g2t1"	FALSE
"ENSDART00000126129.3"	"ENSDARG00000075149"	"nagpa"	FALSE
"ENSDART00000127127.3"	"ENSDARG00000091579"	"unknown.9218"	FALSE
"ENSDART00000127383.4"	"ENSDARG00000014003"	"stard8_g2t2"	FALSE
"ENSDART00000127420.3"	"ENSDARG00000088040"	"mdp1"	FALSE
"ENSDART00000127483.4"	"ENSDARG00000091834"	"unknown.9220"	FALSE
"ENSDART00000128137.3"	"ENSDARG00000089517"	"zgc:92594"	FALSE
"ENSDART00000128245.3"	"ENSDARG00000090297"	"LDLRAD2"	FALSE
"ENSDART00000128786.3"	"ENSDARG00000053449"	"pyya"	FALSE
"ENSDART00000129252.4"	"ENSDARG00000059053"	"slc13a4_t2"	FALSE
"ENSDART00000129926.4"	"ENSDARG00000086911"	"unknown.9235"	FALSE
"ENSDART00000130090.3"	"ENSDARG00000070343"	"hoxc6a"	TRUE
"ENSDART00000130311.3"	"ENSDARG00000079686"	"naa30"	FALSE
"ENSDART00000130968.4"	"ENSDARG00000090687"	"RCBTB2"	FALSE
"ENSDART00000130975.4"	"ENSDARG00000043865"	"timm9"	FALSE
"ENSDART00000131161.3"	"ENSDARG00000034300"	"SEMA3C"	FALSE
"ENSDART00000131235.2"	"ENSDARG00000093240"	"GMEB2"	TRUE
"ENSDART00000131328.3"	"ENSDARG00000012269"	"CLCN1"	FALSE
"ENSDART00000131357.3"	"ENSDARG00000057974"	"parp12b_g2t1"	FALSE
"ENSDART00000131372.2"	"ENSDARG00000059630"	"mlec"	FALSE
"ENSDART00000131646.2"	"ENSDARG00000001767"	"slc29a2"	FALSE
"ENSDART00000131711.2"	"ENSDARG00000036675"	"hnrnpa1b_t2"	FALSE
"ENSDART00000132089.3"	"ENSDARG00000092730"	"enam_t2"	FALSE
"ENSDART00000132257.2"	"ENSDARG00000041998"	"zgc:113337"	FALSE
"ENSDART00000132354.2"	"ENSDARG00000010681"	"unknown.9252"	FALSE
"ENSDART00000132589.3"	"ENSDARG00000040237"	"mef2d_t2"	TRUE
"ENSDART00000132833.3"	"ENSDARG00000061462"	"unknown.9256"	FALSE
"ENSDART00000132950.2"	"ENSDARG00000018918"	"rad17"	FALSE
"ENSDART00000133056.2"	"ENSDARG00000109358"	"TRHDE_g1t2"	FALSE
"ENSDART00000133388.3"	"ENSDARG00000025948"	"mlh1_t2"	FALSE
"ENSDART00000134064.2"	"ENSDARG00000032039"	"unknown.9264"	TRUE
"ENSDART00000134072.2"	"ENSDARG00000061802"	"cnot2_t2"	TRUE
"ENSDART00000135406.3"	"ENSDARG00000077881"	"chl1a"	FALSE
"ENSDART00000135552.2"	"ENSDARG00000061985"	"rbm47"	FALSE
"ENSDART00000135592.2"	"ENSDARG00000012745"	"poc1bl"	FALSE
"ENSDART00000135618.3"	"ENSDARG00000017386"	"sobpb_t2"	FALSE
"ENSDART00000135706.3"	"ENSDARG00000070555"	"LDLRAD4_t2"	FALSE
"ENSDART00000135730.4"	"ENSDARG00000045574"	"lrmp_t3"	FALSE
"ENSDART00000135761.3"	"ENSDARG00000058504"	"ap1s2_g1t2"	FALSE
"ENSDART00000136025.3"	"ENSDARG00000077547"	"TMLHE"	FALSE
"ENSDART00000136049.3"	"ENSDARG00000045750"	"syt10_g2t1"	FALSE
"ENSDART00000136259.2"	"ENSDARG00000017115"	"kctd10"	FALSE
"ENSDART00000136546.2"	"ENSDARG00000053425"	"SERINC2"	FALSE
"ENSDART00000136689.3"	"ENSDARG00000003328"	"unknown.9294"	FALSE
"ENSDART00000136797.3"	"ENSDARG00000062674"	"btbd10a_t2"	FALSE
"ENSDART00000136910.2"	"ENSDARG00000020887"	"armc1l_t2"	FALSE
"ENSDART00000136952.3"	"ENSDARG00000076819"	"unknown.9295"	FALSE
"ENSDART00000137994.3"	"ENSDARG00000093978"	"zgc:77486_t2"	FALSE
"ENSDART00000138018.2"	"ENSDARG00000002872"	"zgc:113210"	FALSE
"ENSDART00000138364.3"	"ENSDARG00000069451"	"gja8a"	FALSE
"ENSDART00000138726.2"	"ENSDARG00000032795"	"pgap6"	FALSE
"ENSDART00000139040.3"	"ENSDARG00000045094"	"smad10a"	TRUE
"ENSDART00000139519.2"	"ENSDARG00000054272"	"caprin1b_t1"	FALSE
"ENSDART00000139813.2"	"ENSDARG00000077950"	"tor1_t2"	FALSE
"ENSDART00000140665.3"	"ENSDARG00000002013"	"grb10a"	FALSE
"ENSDART00000140861.3"	"ENSDARG00000041421"	"tafazzin_t4"	FALSE
"ENSDART00000140986.4"	"ENSDARG00000077011"	"BLTP3A"	FALSE
"ENSDART00000141203.3"	"ENSDARG00000007136"	"SH3BP5L_t1"	FALSE
"ENSDART00000141237.3"	"ENSDARG00000092359"	"unknown.9322"	TRUE
"ENSDART00000141697.3"	"ENSDARG00000018266"	"MTHFD1_t2"	FALSE
"ENSDART00000141893.2"	"ENSDARG00000063026"	"mlc1"	FALSE
"ENSDART00000142297.3"	"ENSDARG00000057863"	"dnmt3bb.3_g1t2"	FALSE
"ENSDART00000142350.2"	"ENSDARG00000053496"	"gemin8_g2t1"	FALSE
"ENSDART00000142555.2"	"ENSDARG00000012848"	"arih2_t1"	FALSE
"ENSDART00000142837.3"	"ENSDARG00000070625"	"enpp5_t1"	FALSE
"ENSDART00000142922.2"	"ENSDARG00000055190"	"slc17a5"	FALSE
"ENSDART00000143218.3"	"ENSDARG00000044441"	"MYO7B"	FALSE
"ENSDART00000143618.2"	"ENSDARG00000058082"	"birc7"	FALSE
"ENSDART00000144060.2"	"ENSDARG00000076360"	"COA1"	FALSE
"ENSDART00000144094.4"	"ENSDARG00000078759"	"unknown.9340"	FALSE
"ENSDART00000144337.2"	"ENSDARG00000035918"	"bzw2_t1"	FALSE
"ENSDART00000144785.3"	"ENSDARG00000071714"	"znf983_t2"	TRUE
"ENSDART00000145415.3"	"ENSDARG00000027584"	"ttpa_t2"	FALSE
"ENSDART00000145769.3"	"ENSDARG00000061757"	"unknown.9352"	FALSE
"ENSDART00000145948.2"	"ENSDARG00000022503"	"PKD2L1"	FALSE
"ENSDART00000146052.3"	"ENSDARG00000005652"	"MAN1A1"	FALSE
"ENSDART00000146101.2"	"ENSDARG00000002285"	"mcoln1a"	FALSE
"ENSDART00000146195.2"	"ENSDARG00000057075"	"lamtor3"	FALSE
"ENSDART00000146306.2"	"ENSDARG00000012534"	"slc6a6a"	FALSE
"ENSDART00000146360.4"	"ENSDARG00000008966"	"tbl1xr1b"	FALSE
"ENSDART00000146458.3"	"ENSDARG00000037020"	"kif1b_t1"	FALSE
"ENSDART00000146631.3"	"ENSDARG00000076414"	"espn_t2"	FALSE
"ENSDART00000146859.2"	"ENSDARG00000076964"	"unknown.9356"	FALSE
"ENSDART00000146924.4"	"ENSDARG00000042057"	"TRMT1L_t2"	FALSE
"ENSDART00000147004.4"	"ENSDARG00000027500"	"oxsr1b"	FALSE
"ENSDART00000147788.2"	"ENSDARG00000062023"	"FNDC3B_t2"	FALSE
"ENSDART00000147845.3"	"ENSDARG00000056089"	"nrbp1_g1t1"	FALSE
"ENSDART00000148080.2"	"ENSDARG00000060926"	"rnf19b"	FALSE
"ENSDART00000148088.2"	"ENSDARG00000071378"	"micos13_t1"	FALSE
"ENSDART00000148246.3"	"ENSDARG00000013016"	"pole4_t3"	FALSE
"ENSDART00000148662.3"	"ENSDARG00000055855"	"kcnc3a_t1"	FALSE
"ENSDART00000148835.2"	"ENSDARG00000074156"	"unknown.9373"	FALSE
"ENSDART00000148912.2"	"ENSDARG00000054442"	"cbx1b_t3"	FALSE
"ENSDART00000149007.2"	"ENSDARG00000042261"	"unknown.9379"	FALSE
"ENSDART00000149275.2"	"ENSDARG00000079255"	"zgc:174935"	FALSE
"ENSDART00000149984.3"	"ENSDARG00000007387"	"irf2a_t2"	TRUE
"ENSDART00000151305.2"	"ENSDARG00000060246"	"slc16a6b"	FALSE
"ENSDART00000151384.2"	"ENSDARG00000036767"	"unknown.9406"	FALSE
"ENSDART00000151546.3"	"ENSDARG00000014746"	"rbfox1_t5"	TRUE
"ENSDART00000151904.3"	"ENSDARG00000012833"	"foxn3_t2"	TRUE
"ENSDART00000152648.3"	"ENSDARG00000020107"	"usp2a_t4"	FALSE
"ENSDART00000152864.3"	"ENSDARG00000055075"	"svila_g1t6"	FALSE
"ENSDART00000153187.2"	"ENSDARG00000052654"	"THRA_t2"	TRUE
"ENSDART00000153551.3"	"ENSDARG00000097543"	"unknown.9432"	FALSE
"ENSDART00000153595.3"	"ENSDARG00000016429"	"FARP2_t2"	FALSE
"ENSDART00000153622.2"	"ENSDARG00000097208"	"C25H11orf96"	FALSE
"ENSDART00000154504.2"	"ENSDARG00000078578"	"FAM222B"	FALSE
"ENSDART00000155106.2"	"ENSDARG00000097988"	"EIF3J"	FALSE
"ENSDART00000155799.2"	"ENSDARG00000086223"	"unknown.9457"	TRUE
"ENSDART00000156255.3"	"ENSDARG00000092644"	"ago1"	TRUE
"ENSDART00000156334.2"	"ENSDARG00000031588"	"unknown.9471"	FALSE
"ENSDART00000156490.2"	"ENSDARG00000098017"	"pet100"	FALSE
"ENSDART00000156660.2"	"ENSDARG00000076584"	"PATZ1_t2"	TRUE
"ENSDART00000156718.3"	"ENSDARG00000070019"	"taf15_t1"	FALSE
"ENSDART00000157129.3"	"ENSDARG00000075815"	"unknown.9477"	FALSE
"ENSDART00000157366.3"	"ENSDARG00000037954"	"tnnt1_t2"	FALSE
"ENSDART00000157527.2"	"ENSDARG00000105112"	"ntn1a_t2"	FALSE
"ENSDART00000158062.2"	"ENSDARG00000100028"	"pole2"	FALSE
"ENSDART00000158192.2"	"ENSDARG00000104542"	"ppt2b_t3"	FALSE
"ENSDART00000158385.2"	"ENSDARG00000102180"	"unknown.9493"	FALSE
"ENSDART00000158398.2"	"ENSDARG00000088227"	"tmem163b_t3"	FALSE
"ENSDART00000158648.2"	"ENSDARG00000111555"	"primpol_g2t1"	FALSE
"ENSDART00000159216.2"	"ENSDARG00000103025"	"hmgcs1_t2"	FALSE
"ENSDART00000159278.2"	"ENSDARG00000102060"	"cstpp1"	FALSE
"ENSDART00000159370.2"	"ENSDARG00000104387"	"SLC4A5_g2t2"	FALSE
"ENSDART00000159627.2"	"ENSDARG00000099031"	"scn4ba"	FALSE
"ENSDART00000159793.2"	"ENSDARG00000101859"	"MNT_t2"	TRUE
"ENSDART00000159863.2"	"ENSDARG00000098161"	"cntn4_g2t1"	FALSE
"ENSDART00000160228.2"	"ENSDARG00000098832"	"fam168a_t2"	FALSE
"ENSDART00000160498.2"	"ENSDARG00000099362"	"unknown.9510"	FALSE
"ENSDART00000160612.2"	"ENSDARG00000099651"	"bin3_t2"	FALSE
"ENSDART00000160885.2"	"ENSDARG00000098408"	"unknown.9511"	FALSE
"ENSDART00000160955.3"	"ENSDARG00000091061"	"SLC38A3_t2"	FALSE
"ENSDART00000161149.2"	"ENSDARG00000098860"	"unknown.9512"	FALSE
"ENSDART00000161666.2"	"ENSDARG00000098942"	"rp9_t3"	FALSE
"ENSDART00000161820.2"	"ENSDARG00000095459"	"si:ch211-191j22.3"	FALSE
"ENSDART00000161887.2"	"ENSDARG00000098405"	"MAP3K1"	FALSE
"ENSDART00000162186.3"	"ENSDARG00000099199"	"itchb"	TRUE
"ENSDART00000162398.3"	"ENSDARG00000094590"	"c2cd5_t1"	FALSE
"ENSDART00000162702.2"	"ENSDARG00000027423"	"igf1ra_g2t1"	FALSE
"ENSDART00000163031.2"	"ENSDARG00000009724"	"rpn2_t1"	FALSE
"ENSDART00000163033.2"	"ENSDARG00000104047"	"unknown.9539"	FALSE
"ENSDART00000163477.3"	"ENSDARG00000100157"	"tamm41"	FALSE
"ENSDART00000163504.2"	"ENSDARG00000104082"	"trps1_t2"	TRUE
"ENSDART00000163865.3"	"ENSDARG00000068582"	"rnf44_t2"	FALSE
"ENSDART00000163935.2"	"ENSDARG00000101115"	"med30"	TRUE
"ENSDART00000163968.2"	"ENSDARG00000104996"	"tmem203"	FALSE
"ENSDART00000164329.2"	"ENSDARG00000009740"	"ppp1r7_t1"	FALSE
"ENSDART00000164879.2"	"ENSDARG00000100592"	"slc8a2b"	FALSE
"ENSDART00000165100.2"	"ENSDARG00000069937"	"dnm2a_t2"	FALSE
"ENSDART00000165134.2"	"ENSDARG00000067805"	"GGCX_t2"	FALSE
"ENSDART00000165147.2"	"ENSDARG00000093253"	"MFSD3"	FALSE
"ENSDART00000165182.2"	"ENSDARG00000056650"	"zgc:113276"	FALSE
"ENSDART00000165238.3"	"ENSDARG00000098349"	"hdac4_t2"	TRUE
"ENSDART00000165889.2"	"ENSDARG00000101102"	"unknown.9564"	FALSE
"ENSDART00000166049.2"	"ENSDARG00000029832"	"slc26a1"	FALSE
"ENSDART00000166152.3"	"ENSDARG00000053091"	"DAB2_t3"	FALSE
"ENSDART00000166159.2"	"ENSDARG00000105121"	"FAM135B_t4"	FALSE
"ENSDART00000166498.2"	"ENSDARG00000104659"	"WARS1_g1t1"	FALSE
"ENSDART00000166508.2"	"ENSDARG00000101062"	"fdft1_t2"	FALSE
"ENSDART00000166806.2"	"ENSDARG00000098162"	"zgc:77748"	FALSE
"ENSDART00000167018.2"	"ENSDARG00000035221"	"zgc:110249"	TRUE
"ENSDART00000167179.2"	"ENSDARG00000101037"	"asf1ba"	FALSE
"ENSDART00000167538.2"	"ENSDARG00000100908"	"unknown.9579"	TRUE
"ENSDART00000168107.2"	"ENSDARG00000060081"	"unknown.9584"	FALSE
"ENSDART00000168117.2"	"ENSDARG00000092671"	"pard3ba"	FALSE
"ENSDART00000168386.2"	"ENSDARG00000101471"	"fgd4a_g1t2"	FALSE
"ENSDART00000168694.2"	"ENSDARG00000099321"	"BTBD17_g2t1"	FALSE
"ENSDART00000168928.2"	"ENSDARG00000103231"	"unknown.9594"	FALSE
"ENSDART00000169211.2"	"ENSDARG00000102750"	"cdh1_t2"	FALSE
"ENSDART00000169337.2"	"ENSDARG00000099195"	"ier2a"	FALSE
"ENSDART00000169474.2"	"ENSDARG00000098201"	"mtmr3_t2"	FALSE
"ENSDART00000169480.2"	"ENSDARG00000102501"	"hoxa5a"	TRUE
"ENSDART00000170224.3"	"ENSDARG00000102068"	"shcbp1"	FALSE
"ENSDART00000170428.3"	"ENSDARG00000104076"	"rnf126"	FALSE
"ENSDART00000170562.2"	"ENSDARG00000102142"	"ece2b_t2"	FALSE
"ENSDART00000170935.3"	"ENSDARG00000098439"	"nr1h3"	TRUE
"ENSDART00000170952.2"	"ENSDARG00000063390"	"pvrl2l"	FALSE
"ENSDART00000171153.2"	"ENSDARG00000099143"	"fnta_t2"	FALSE
"ENSDART00000171156.2"	"ENSDARG00000099635"	"akap8l_t2"	FALSE
"ENSDART00000171951.3"	"ENSDARG00000004246"	"slit2_t2"	FALSE
"ENSDART00000172106.2"	"ENSDARG00000012949"	"SCML2_t2"	FALSE
"ENSDART00000172269.2"	"ENSDARG00000098226"	"smpd3"	FALSE
"ENSDART00000172292.2"	"ENSDARG00000098871"	"GGA3"	FALSE
"ENSDART00000172348.2"	"ENSDARG00000115095"	"fgd4a_g2t1"	FALSE
"ENSDART00000172360.2"	"ENSDARG00000098584"	"unknown.9630"	FALSE
"ENSDART00000172395.2"	"ENSDARG00000032049"	"enah_t2"	FALSE
"ENSDART00000172615.2"	"ENSDARG00000098280"	"rbm5_t2"	FALSE
"ENSDART00000172735.2"	"ENSDARG00000098228"	"thrap3b_t4"	FALSE
"ENSDART00000173276.2"	"ENSDARG00000029795"	"prxl2b_t2"	FALSE
"ENSDART00000173436.2"	"ENSDARG00000056519"	"unknown.9645"	FALSE
"ENSDART00000173438.2"	"ENSDARG00000095705"	"cdpf1_t3"	FALSE
"ENSDART00000173602.2"	"ENSDARG00000056722"	"cd99l2_t3"	FALSE
"ENSDART00000175064.2"	"ENSDARG00000114720"	"prkcz_g2t1"	FALSE
"ENSDART00000177556.2"	"ENSDARG00000062991"	"abi1b_t2"	FALSE
"ENSDART00000178932.2"	"ENSDARG00000052368"	"CLTB"	FALSE
"ENSDART00000179139.2"	"ENSDARG00000070843"	"ARID3A"	TRUE
"ENSDART00000179326.2"	"ENSDARG00000035868"	"spire1a_g1t4"	FALSE
"ENSDART00000179663.1"	"ENSDARG00000114419"	"dap_g1t1"	FALSE
"ENSDART00000179997.1"	"ENSDARG00000110109"	"unknown.9678"	FALSE
"ENSDART00000180089.1"	"ENSDARG00000110147"	"C5H11orf54"	FALSE
"ENSDART00000180404.1"	"ENSDARG00000112444"	"nupr1b_g2t1"	FALSE
"ENSDART00000180410.1"	"ENSDARG00000115237"	"unknown.9686"	FALSE
"ENSDART00000180524.1"	"ENSDARG00000076657"	"plagl2"	TRUE
"ENSDART00000180578.1"	"ENSDARG00000109359"	"swap70b_g2t1"	FALSE
"ENSDART00000180702.1"	"ENSDARG00000111516"	"pomgnt1_g2t1"	FALSE
"ENSDART00000181004.1"	"ENSDARG00000113367"	"insig2"	FALSE
"ENSDART00000181162.1"	"ENSDARG00000110151"	"unknown.9694"	FALSE
"ENSDART00000181182.1"	"ENSDARG00000057249"	"zmynd11_g1t1"	FALSE
"ENSDART00000181539.1"	"ENSDARG00000099221"	"ppp2r2bb_t3"	FALSE
"ENSDART00000181627.1"	"ENSDARG00000112625"	"unknown.9699"	FALSE
"ENSDART00000181997.1"	"ENSDARG00000096554"	"unknown.9703"	FALSE
"ENSDART00000182324.1"	"ENSDARG00000115606"	"wnt4b_g2t1"	FALSE
"ENSDART00000182341.1"	"ENSDARG00000112267"	"eif2ak1_g2t1"	FALSE
"ENSDART00000183044.1"	"ENSDARG00000109881"	"sde2_g1t1"	FALSE
"ENSDART00000183893.1"	"ENSDARG00000070625"	"enpp5_t2"	FALSE
"ENSDART00000184580.1"	"ENSDARG00000115179"	"unknown.9734"	FALSE
"ENSDART00000184672.1"	"ENSDARG00000112523"	"foxn2b_g2t1"	TRUE
"ENSDART00000184834.1"	"ENSDARG00000110064"	"unknown.9739"	FALSE
"ENSDART00000184911.1"	"ENSDARG00000117076"	"unknown.9741"	TRUE
"ENSDART00000184947.1"	"ENSDARG00000109885"	"crygm2d2_g1t1"	FALSE
"ENSDART00000185392.1"	"ENSDARG00000069065"	"btg3_g1t3"	FALSE
"ENSDART00000185828.1"	"ENSDARG00000112663"	"hoxb1b"	TRUE
"ENSDART00000186501.1"	"ENSDARG00000024728"	"hdhd2"	FALSE
"ENSDART00000186537.1"	"ENSDARG00000089369"	"FDXR"	FALSE
"ENSDART00000186812.1"	"ENSDARG00000062909"	"furina_g2t1"	FALSE
"ENSDART00000186835.1"	"ENSDARG00000114218"	"unknown.9763"	FALSE
"ENSDART00000187031.1"	"ENSDARG00000111156"	"gpc5b_g2t1"	FALSE
"ENSDART00000187060.1"	"ENSDARG00000115440"	"unknown.9766"	FALSE
"ENSDART00000187093.1"	"ENSDARG00000115947"	"si:ch211-107o10.3_g2t1"	FALSE
"ENSDART00000187426.1"	"ENSDARG00000116718"	"unknown.9773"	FALSE
"ENSDART00000188113.1"	"ENSDARG00000117013"	"camkvb_g2t1"	FALSE
"ENSDART00000188233.1"	"ENSDARG00000112401"	"gstt1b_g1t1"	FALSE
"ENSDART00000188497.1"	"ENSDARG00000005098"	"zgc:86764_t2"	FALSE
"ENSDART00000188696.1"	"ENSDARG00000112192"	"cand2_g1t1"	FALSE
"ENSDART00000189164.1"	"ENSDARG00000091503"	"FADS6"	FALSE
"ENSDART00000189488.1"	"ENSDARG00000111571"	"unknown.9796"	FALSE
"ENSDART00000189616.1"	"ENSDARG00000114151"	"asmtl_g2t1"	FALSE
"ENSDART00000189740.1"	"ENSDARG00000110950"	"unknown.9801"	FALSE
"ENSDART00000189874.1"	"ENSDARG00000054220"	"ap4s1_t4"	FALSE
"ENSDART00000190178.1"	"ENSDARG00000103226"	"dhcr7"	FALSE
"ENSDART00000190403.1"	"ENSDARG00000041483"	"PAQR6_t3"	FALSE
"ENSDART00000190828.1"	"ENSDARG00000115848"	"nedd8l_g2t1"	FALSE
"ENSDART00000190943.1"	"ENSDARG00000003920"	"setb_t1"	TRUE
"ENSDART00000191347.1"	"ENSDARG00000088225"	"STRADB"	FALSE
"ENSDART00000191542.1"	"ENSDARG00000110481"	"unknown.9821"	FALSE
"ENSDART00000191803.1"	"ENSDARG00000112000"	"kctd13_g2t1"	FALSE
"ENSDART00000191836.1"	"ENSDARG00000115613"	"unknown.9823"	FALSE
"ENSDART00000191874.1"	"ENSDARG00000110815"	"unknown.9825"	FALSE
"ENSDART00000192729.1"	"ENSDARG00000110353"	"get1_g2t1"	FALSE
"ENSDART00000192954.1"	"ENSDARG00000113526"	"unknown.9835"	FALSE
"ENSDART00000193293.1"	"ENSDARG00000116563"	"unknown.9838"	FALSE
"ENSDART00000193371.1"	"ENSDARG00000116880"	"unknown.9839"	FALSE
"ENSDART00000193599.1"	"ENSDARG00000112859"	"RASSF10"	FALSE
"ENSDART00000193610.1"	"ENSDARG00000036100"	"eya3_t2"	TRUE
"ENSDART00000193844.1"	"ENSDARG00000113645"	"unknown.9847"	FALSE
"ENSDART00000193906.1"	"ENSDARG00000058562"	"unknown.9848"	TRUE
"ENSDART00000193956.1"	"ENSDARG00000116810"	"eri1_g2t1"	FALSE
"ENSDART00000000069.8"	"ENSDARG00000000068"	"nherf1a_g2t1"	FALSE
"ENSDART00000000070.7"	"ENSDARG00000000069"	"dap_g2t1"	FALSE
"ENSDART00000001691.8"	"ENSDARG00000001463"	"tdh2"	FALSE
"ENSDART00000002556.8"	"ENSDARG00000007130"	"mrto4"	FALSE
"ENSDART00000003133.10"	"ENSDARG00000021399"	"yipf2_t2"	FALSE
"ENSDART00000003170.5"	"ENSDARG00000018145"	"mid1ip1l"	FALSE
"ENSDART00000003273.7"	"ENSDARG00000016710"	"rchy1"	FALSE
"ENSDART00000003465.7"	"ENSDARG00000009488"	"gipc2"	FALSE
"ENSDART00000004031.10"	"ENSDARG00000020529"	"hacl1_t2"	FALSE
"ENSDART00000004075.7"	"ENSDARG00000011272"	"uqcc2"	FALSE
"ENSDART00000005299.10"	"ENSDARG00000015709"	"hsd17b12a"	FALSE
"ENSDART00000005639.9"	"ENSDARG00000015394"	"thoc7"	FALSE
"ENSDART00000005864.9"	"ENSDARG00000012204"	"CDK18"	FALSE
"ENSDART00000005923.7"	"ENSDARG00000004282"	"zgc:77375"	FALSE
"ENSDART00000006085.8"	"ENSDARG00000009958"	"cbl"	TRUE
"ENSDART00000006378.6"	"ENSDARG00000010878"	"cdkn1ca"	FALSE
